,mileage_per_year,model_year,price,sold
1643,27200,2002,75540.43,no
1644,15327,2013,110902.33,yes
1645,14475,2003,74456.75,yes
1646,11773,2006,88605.94,no
1647,19052,2001,53751.44,yes
1648,14004,2013,88172.63,yes
1649,7945,2000,49433.35,yes
1650,8243,1999,74453.87,yes
1651,9335,2001,66711.18,yes
1652,13670,2006,84427.57,no
1653,14570,2005,82062.22,no
1654,15001,2002,87725.15,no
1655,9269,1998,20804.82,yes
1656,13472,2006,76400.59,yes
1657,4805,2017,80813.75,yes
1658,24736,2014,34340.72,yes
1659,14033,2011,68558.01,yes
1660,17936,2009,36074.71,yes
1661,13793,2007,47232.19,yes
1662,23043,1998,96436.56,no
1663,18388,2009,92996.11,no
1664,17631,2009,65791.07,no
1665,23283,2003,94584.87,no
1666,20602,2008,44496.47,yes
1667,5980,2004,52354.16,yes
1668,16211,2005,86566.33,no
1669,7295,1998,81916.37,no
1670,21504,2009,27866.93,yes
1671,11188,2014,91818.91,no
1672,12032,2002,66541.46,yes
1673,10598,2014,44994.69,yes
1674,17280,2012,90131.41,no
1675,11284,1998,70701.44,no
1676,6978,2001,51235.55,yes
1677,21942,2009,91379.05,no
1678,14936,1998,73113.9,yes
1679,18606,1998,22596.87,yes
1680,21510,2011,73144.51,no
1681,9529,2003,100463.02,yes
1682,16026,2003,37628.42,yes
1683,13274,2002,94247.39,yes
1684,20282,2014,95962.26,no
1685,21406,2007,44578.12,yes
1686,15744,2006,60631.77,no
1687,10971,2001,62504.57,no
1688,7598,2001,98147.72,no
1689,18089,2006,23233.46,yes
1690,23644,2004,62348.19,no
1691,21073,1998,36103.44,yes
1692,14518,2010,43058.87,yes
1693,9035,1999,35427.67,yes
1694,15260,2007,92054.12,no
1695,20213,2003,75206.31,no
1696,7565,2007,106277.39,yes
1697,4149,2001,88551.27,no
1698,6863,1998,15760.12,yes
1699,10103,2010,100340.85,yes
1700,16907,2003,77726.43,no
1701,22795,2001,69533.25,no
1702,15788,2002,44296.13,yes
1703,16114,2010,68915.19,no
1704,10407,2002,99553.56,no
1705,10124,2000,98678.26,no
1706,13875,1999,43505.91,yes
1707,16281,2011,104242.38,no
1708,15112,1998,63429.94,no
1709,12546,2005,31172.0,yes
1710,12771,2006,60092.78,no
1711,8098,2006,28459.37,yes
1712,6869,2015,82061.9,no
1713,10026,2010,85564.91,no
1714,10154,2005,60325.17,yes
1715,10161,2003,78659.0,no
1716,13407,2011,75252.53,no
1717,12162,1998,17236.79,yes
1718,15418,2004,92746.51,no
1719,22030,2001,75167.14,no
1720,9743,2014,39702.32,yes
1721,18084,1999,49272.53,yes
1722,13512,2002,69949.91,yes
1723,10642,2014,93074.13,yes
1724,14797,1998,56348.11,yes
1725,11544,1998,114576.41,yes
1726,10265,2008,63185.39,yes
1727,12594,2001,96691.99,yes
1728,12618,2001,14252.16,yes
1729,11074,1999,68718.2,yes
1730,11250,1998,40051.85,yes
1731,15674,1998,80948.12,no
1732,8950,2004,80306.16,no
1733,11189,1999,50610.24,yes
1734,17499,2006,103495.63,yes
1735,11158,2013,71242.91,yes
1736,16924,2004,56902.65,yes
1737,16258,2002,28190.18,yes
1738,10170,2007,78370.37,no
1739,10219,2000,44308.8,no
1740,10680,2001,104678.93,no
1741,10148,2007,101252.15,no
1742,7146,2001,39026.24,yes
1743,18035,2002,75579.19,no
1744,25779,2007,41257.1,yes
1745,27404,2003,42637.92,no
1746,13015,2005,87608.55,no
1747,11294,1998,52240.85,yes
1748,9345,2006,66253.79,yes
1749,13737,2009,42038.5,yes
1750,14757,2005,42298.28,yes
1751,24662,2014,93933.8,no
1752,15069,2000,33001.32,yes
1753,16766,2014,95763.37,no
1754,8710,2009,82609.51,no
1755,12748,2009,92496.97,no
1756,15244,1999,51973.42,yes
1757,13835,1999,54486.9,yes
1758,20627,2003,40724.26,yes
1759,12402,2006,76954.59,no
1760,11994,1998,51284.04,yes
1761,10917,1998,88919.28,no
1762,13707,2001,41772.73,yes
1763,22144,2015,108270.27,yes
1764,7376,2006,61685.45,yes
1765,24639,2010,65778.8,yes
1766,10008,2015,74792.96,yes
1767,11245,1999,47230.21,yes
1768,8949,2007,39489.56,yes
1769,18945,1998,47746.91,no
1770,13121,2012,82659.77,no
1771,9845,2008,46875.22,no
1772,12724,1998,54426.12,yes
1773,12663,2009,98861.5,no
1774,11916,2014,51105.44,yes
1775,18627,2002,72691.14,no
1776,13837,2011,62679.52,no
1777,4543,2000,87970.61,no
1778,10366,2002,20168.72,yes
1779,15493,2003,33263.99,yes
1780,14665,2001,20658.77,yes
1781,16665,2001,108366.82,yes
1782,12761,2007,87801.46,yes
1783,15208,2014,98104.13,no
1784,9098,2007,72261.53,no
1785,18564,2001,43625.02,yes
1786,13852,2002,51996.33,yes
1787,12405,2012,77220.68,yes
1788,18027,2001,80960.43,no
1789,13547,2006,112646.29,yes
1790,19813,1998,30462.34,yes
1791,11556,1999,61020.74,no
1792,16294,2001,30982.55,yes
1793,11000,2000,31990.11,yes
1794,10858,2013,104462.05,yes
1795,10377,1999,54019.59,yes
1796,15331,2002,98601.98,no
1797,8110,2003,49199.35,yes
1798,11829,1999,89488.25,yes
1799,14706,2010,73109.47,no
1800,26396,2001,23038.99,yes
1801,11086,2003,61515.32,no
1802,16313,2002,113847.0,yes
1803,17147,1999,19767.74,yes
1804,9175,1998,59848.78,yes
1805,9996,1998,39211.46,yes
1806,11383,2003,79486.2,no
1807,16793,2008,65718.8,no
1808,21290,1998,28816.61,yes
1809,22143,1998,28207.82,yes
1810,15953,1999,48178.74,yes
1811,11290,2007,82255.06,no
1812,18101,2004,37519.16,yes
1813,13678,2009,86166.39,yes
1814,9768,1998,104096.92,yes
1815,9615,2005,24746.51,yes
1816,13542,1998,49303.11,yes
1817,12534,2000,74750.19,no
1818,13087,2014,104943.45,no
1819,16848,1998,68600.55,no
1820,12121,2004,59388.53,yes
1821,13442,2009,106549.04,yes
1822,19098,2006,105500.5,yes
1823,11898,2003,34397.98,yes
1824,13480,2009,75742.92,no
1825,15041,1998,97266.88,yes
1826,15918,2003,84992.07,no
1827,13610,2000,20077.84,yes
1828,10857,2003,60891.44,yes
1829,6537,1999,76168.87,yes
1830,22100,1998,33996.57,yes
1831,12664,2005,27936.81,yes
1832,11348,2007,53483.07,no
1833,19437,2000,57074.28,yes
1834,14798,2001,83289.99,no
1835,11395,1999,23566.45,yes
1836,10474,2000,65968.01,no
1837,9499,1998,76511.55,no
1838,19250,2008,55994.31,no
1839,15988,2004,98710.16,no
1840,11449,1999,86188.45,no
1841,11607,2002,101871.63,no
1842,12861,2005,31153.96,yes
1843,17394,2003,49317.84,yes
1844,15304,2003,81771.63,yes
1845,17112,2004,67186.26,no
1846,13195,2002,48524.53,no
1847,17565,2015,66363.77,no
1848,15969,2006,63454.2,no
1849,16081,2008,41025.82,yes
1850,21508,2006,24378.78,yes
1851,8720,2006,65950.68,no
1852,19346,2011,56370.12,yes
1853,13053,1999,54176.68,yes
1854,15381,1999,47053.14,yes
1855,15063,2007,76762.56,no
1856,19924,2001,85925.93,no
1857,10975,2000,39073.28,yes
1858,9840,1998,65831.27,no
1859,13187,1999,57011.28,yes
1860,8243,2011,66979.77,no
1861,20161,2003,81996.15,no
1862,11132,2010,61998.22,no
1863,11736,1999,88292.72,no
1864,9598,2000,51132.17,yes
1865,6447,2011,69956.5,yes
1866,12708,1998,92959.54,yes
1867,12064,1998,39830.54,yes
1868,9684,2001,60946.61,no
1869,12124,1998,65337.33,no
1870,7203,2009,38452.54,yes
1871,20034,2013,102736.37,yes
1872,15220,2011,38966.74,yes
1873,9612,2012,30456.53,yes
1874,10507,2007,69342.41,yes
1875,7778,2006,50891.0,yes
1876,20938,2010,78535.01,no
1877,9586,2003,48843.88,yes
1878,14833,2000,45935.91,no
1879,10720,2006,79142.49,no
1880,11128,2004,89011.27,yes
1881,16686,2003,81810.91,no
1882,25234,2005,80406.13,no
1883,10960,1999,99364.75,no
1884,5007,2001,16429.96,yes
1885,6718,2010,32562.04,yes
1886,13591,2002,95985.94,yes
1887,16648,1998,86659.58,no
1888,25642,2002,93976.56,no
1889,18706,2002,82804.91,no
1890,6221,1999,64367.05,yes
1891,16464,2005,33009.26,yes
1892,8258,2015,84449.74,yes
1893,16694,1999,51631.82,yes
1894,19320,1998,5243.28,yes
1895,9063,2007,56274.41,yes
1896,8340,2004,71044.51,no
1897,7025,2013,53776.91,yes
1898,9082,2000,114821.2,yes
1899,17179,1998,59900.54,yes
1900,12257,2001,61306.1,yes
1901,10822,2009,79958.12,no
1902,17000,2000,13282.33,yes
1903,12696,2004,72222.46,yes
1904,8041,2003,117226.79,yes
1905,19103,2000,53031.76,yes
1906,16524,1999,87212.84,no
1907,10956,1998,22699.35,yes
1908,19891,1999,51066.49,yes
1909,13937,2000,39801.75,yes
1910,19060,2009,58998.06,yes
1911,17917,2012,101890.37,yes
1912,13757,2017,108644.91,yes
1913,21218,2012,96992.78,no
1914,15885,2007,87829.02,yes
1915,20233,2002,95577.95,no
1916,19072,1998,19942.91,yes
1917,17542,2009,57319.78,yes
1918,8291,1999,36509.09,yes
1919,6487,2002,62055.86,yes
1920,21047,2013,40577.96,yes
1921,5146,1998,22582.04,yes
1922,9659,2003,32673.73,yes
1923,7352,2006,47074.09,no
1924,11819,1999,102215.39,no
1925,19728,2001,41648.7,yes
1926,8904,2005,41671.69,yes
1927,7538,2004,86433.31,no
1928,25438,2006,88636.03,no
1929,11721,2012,104177.76,no
1930,18748,2002,84611.67,no
1931,18460,2000,79119.09,no
1932,16004,1999,50423.86,yes
1933,12171,2000,26794.14,yes
1934,9035,2001,89122.38,no
1935,9151,1998,75396.06,no
1936,28025,2013,77800.54,no
1937,18981,2006,87553.07,no
1938,11930,2000,56623.49,yes
1939,10321,1998,23383.61,yes
1940,8104,2013,88285.54,yes
1941,14926,2010,50505.45,yes
1942,11587,2004,80468.33,no
1943,14012,2001,47749.08,no
1944,23972,2001,91893.61,no
1945,11397,1999,48953.08,no
1946,16238,2003,45765.13,yes
1947,11351,2003,105247.41,yes
1948,7838,1998,32747.11,yes
1949,17231,1999,58375.09,yes
1950,13326,2001,104096.76,no
1951,7063,2002,61805.74,yes
1952,11501,2009,77478.87,no
1953,15055,2009,84159.34,no
1954,20109,1998,33712.61,yes
1955,8757,2005,82649.98,no
1956,17030,2009,56333.34,no
1957,23092,2007,57636.15,yes
1958,17624,2007,56615.72,yes
1959,10265,2010,30263.46,yes
1960,22501,2014,117005.97,no
1961,20193,2008,50205.9,yes
1962,25043,2000,40280.75,yes
1963,7490,2005,33545.22,yes
1964,8511,2007,87959.96,yes
1965,15084,2003,33336.11,yes
1966,15582,2008,96974.93,no
1967,8046,2002,40168.68,yes
1968,21204,2000,21534.53,yes
1969,17878,2006,49920.91,yes
1970,9541,2004,36714.65,yes
1971,12249,2001,68440.58,no
1972,9866,1998,61954.5,no
1973,18887,2010,52548.44,yes
1974,17335,2003,43034.65,yes
1975,24902,2008,60187.38,no
1976,16090,2015,70318.79,no
1977,10985,2003,55756.53,no
1978,17507,2002,53043.59,no
1979,23209,2003,21089.05,yes
1980,17491,1998,39929.11,yes
1981,9646,1998,110461.58,no
1982,10769,2007,67182.73,yes
1983,14739,2005,90403.36,yes
1984,16594,2004,97581.38,no
1985,15494,2000,36097.73,yes
1986,13444,2000,27203.61,yes
1987,10061,2001,45955.15,yes
1988,17576,1999,24267.16,yes
1989,11936,2008,98962.37,no
1990,16743,2004,96558.37,no
1991,17297,2007,66044.65,no
1992,17911,2004,75420.39,no
1993,18430,2005,84528.51,no
1994,6251,2007,83361.13,no
1995,23060,2005,41559.47,yes
1996,13542,1998,63754.23,yes
1997,15590,2001,66313.92,yes
1998,16455,1998,29496.83,yes
1999,7654,2002,13360.55,yes
2000,12549,1999,90064.6,yes
2001,6172,2005,95105.47,yes
2002,8444,1998,58825.09,yes
2003,15919,2008,44427.39,yes
2004,16352,2008,95683.94,no
2005,11734,2005,23322.97,yes
2006,10815,1999,64415.01,yes
2007,24506,1999,91959.09,no
2008,8744,2009,71021.25,no
2009,17204,2006,54510.11,yes
2010,17498,2000,91130.74,no
2011,26315,2012,63578.49,no
2012,5481,1999,30312.14,yes
2013,9699,1998,81732.27,yes
2014,17376,2007,112389.23,yes
2015,10342,2009,86982.1,yes
2016,17323,2007,48812.38,yes
2017,23139,2004,29527.02,yes
2018,10688,2010,48880.11,no
2019,26332,2009,58764.43,yes
2020,6222,2003,100352.6,yes
2021,22271,2007,62426.55,no
2022,12470,2003,84852.82,yes
2023,11305,2000,80719.24,no
2024,19398,2011,95981.53,no
2025,6898,2008,37362.07,yes
2026,12806,2005,25774.88,yes
2027,8842,2003,81036.07,no
2028,9638,2004,46095.6,yes
2029,12809,2000,64190.14,yes
2030,10089,2008,78324.7,no
2031,20257,1998,64925.08,no
2032,13774,2006,76602.2,no
2033,14725,2000,49046.15,yes
2034,12974,2001,36125.22,yes
2035,15246,2010,42443.65,yes
2036,16022,2001,99192.02,no
2037,6764,2000,79199.15,no
2038,10315,2001,28187.24,yes
2039,8527,2003,27429.87,yes
2040,18985,2006,67640.03,no
2041,6605,1998,47560.87,no
2042,12245,2005,59095.23,yes
2043,18957,2009,78884.25,no
2044,21583,2007,34366.22,yes
2045,18296,2002,28578.93,yes
2046,13221,1999,79485.96,yes
2047,8275,1998,55226.23,yes
2048,10044,2001,25500.57,yes
2049,8830,2002,33079.8,yes
2050,9228,1999,77326.95,no
2051,16146,2001,93848.4,no
2052,14736,2007,58888.09,yes
2053,17043,2006,32140.47,yes
2054,12022,2010,73859.64,yes
2055,9811,2002,41785.06,no
2056,10473,2004,72859.68,no
2057,10701,2003,34868.28,yes
2058,19297,2006,73257.92,no
2059,9915,2011,79400.66,yes
2060,21607,2010,63985.94,no
2061,23571,2002,74323.22,no
2062,15458,1999,40191.47,no
2063,9395,2003,99647.05,no
2064,15913,2006,80022.65,no
2065,8399,2005,94490.01,no
2066,10176,2006,27764.82,yes
2067,9924,1998,36050.43,yes
2068,13294,2006,60764.76,no
2069,22299,2002,65568.22,no
2070,25665,2009,94773.48,no
2071,16668,1998,17360.59,yes
2072,15165,1998,37481.14,yes
2073,5729,2008,60887.7,yes
2074,14918,2004,21947.44,yes
2075,9596,2007,44618.39,yes
2076,11041,2006,55139.35,yes
2077,16980,2004,86572.5,no
2078,10852,2007,95394.79,no
2079,10968,2002,59442.06,yes
2080,19317,2004,85701.08,no
2081,14706,2002,69550.62,yes
2082,10907,2002,32691.13,yes
2083,17108,1999,37193.56,yes
2084,25793,2000,54899.62,no
2085,8639,2010,33924.26,yes
2086,16633,2010,57401.35,no
2087,9635,2000,53493.82,yes
2088,18366,2001,102767.36,yes
2089,25516,2004,83418.99,yes
2090,12373,2005,86802.77,no
2091,19124,2007,47123.84,yes
2092,16023,1999,41707.94,yes
2093,9945,2004,99353.75,no
2094,17202,2009,95171.19,no
2095,9866,2011,88258.61,yes
2096,15473,1999,25725.57,yes
2097,12492,2004,67318.22,yes
2098,19428,2006,99664.11,no
2099,14535,2000,40928.68,yes
2100,5942,2000,92865.06,yes
2101,22539,1999,12153.16,yes
2102,22033,2008,86057.28,yes
2103,18446,2002,81600.78,no
2104,16369,2009,54050.83,yes
2105,23797,2002,31392.41,yes
2106,6507,2007,103115.06,yes
2107,18784,2011,88417.94,no
2108,20129,2000,66698.77,no
2109,15778,2005,52146.83,yes
2110,10301,2000,75672.57,no
2111,24409,2000,28161.66,yes
2112,11355,2001,69759.73,yes
2113,16468,1999,50529.7,yes
2114,11790,2008,56938.16,yes
2115,23882,2001,94794.53,no
2116,10220,2005,55447.75,yes
2117,11531,2001,41084.32,yes
2118,10953,2003,72676.71,yes
2119,10160,2011,41968.11,yes
2120,19453,2012,98635.09,no
2121,15035,2010,53296.32,yes
2122,9100,2009,83143.74,yes
2123,12720,2011,90751.0,yes
2124,8367,2002,101407.26,no
2125,6379,2000,41497.36,no
2126,13390,2015,112299.47,yes
2127,12589,1998,75026.36,yes
2128,26246,2008,30874.49,yes
2129,15322,2000,59053.45,yes
2130,23952,2008,43349.91,yes
2131,7794,2006,111899.75,yes
2132,12071,2013,89307.42,yes
2133,7829,2001,66886.18,no
2134,8093,2006,50019.26,no
2135,11756,1998,77527.6,no
2136,8088,2009,92525.19,no
2137,13885,2013,89139.14,no
2138,14063,2003,38304.17,yes
2139,8463,1998,54925.8,yes
2140,10592,2004,61886.35,yes
2141,8880,1999,109257.03,no
2142,8971,2008,90359.53,no
2143,22478,2009,65637.49,no
2144,16570,2008,45233.72,no
2145,26657,2006,51939.54,yes
2146,10200,2009,63913.57,no
2147,11975,2000,89030.78,no
2148,13421,1998,91648.32,yes
2149,12492,2001,12845.18,yes
2150,11945,2000,54973.17,no
2151,7735,2013,35421.7,yes
2152,22673,2000,71449.91,no
2153,11812,2006,68574.06,yes
2154,21934,2009,60070.34,no
2155,10935,2006,42329.28,yes
2156,12905,2000,63514.43,yes
2157,7880,2007,61048.63,no
2158,10314,2012,82596.02,yes
2159,9254,2007,29428.86,yes
2160,7638,2001,90980.41,no
2161,10223,1999,35668.59,yes
2162,16205,2012,73437.46,no
2163,13363,2006,22628.07,yes
2164,20785,2006,37973.8,yes
2165,6970,2002,31688.25,yes
2166,10468,1999,99033.02,no
2167,11515,2009,53867.24,no
2168,15658,2008,88218.34,no
2169,10825,1999,69749.41,no
2170,10905,2014,98271.65,yes
2171,22830,1999,75579.06,no
2172,9211,2014,36252.0,yes
2173,24950,1998,25715.71,yes
2174,22314,2007,50444.58,yes
2175,14917,2011,31936.25,yes
2176,15079,2002,31094.21,yes
2177,11234,2003,81370.36,yes
2178,9463,2014,100105.76,yes
2179,12181,2000,68343.93,no
2180,10924,2010,77424.73,no
2181,11502,1999,35040.08,yes
2182,13881,1999,72157.99,yes
2183,14903,2004,43379.26,yes
2184,8385,1998,70499.65,no
2185,10864,2008,60123.85,no
2186,8175,2014,66598.07,no
2187,13707,1999,59917.08,yes
2188,9224,2005,65633.06,no
2189,15408,1998,28940.03,yes
2190,10771,2010,70144.83,yes
2191,18902,2014,80677.06,yes
2192,12653,2008,100025.87,yes
2193,8554,2015,58341.43,yes
2194,6301,2000,61530.9,no
2195,12429,2014,82272.71,yes
2196,21333,1998,79310.59,no
2197,9223,2008,52672.79,yes
2198,11287,2006,48538.61,yes
2199,18688,1999,72616.11,no
2200,11136,2009,52324.83,yes
2201,9591,2011,65715.37,no
2202,16411,2003,69714.85,no
2203,25666,2004,37484.3,yes
2204,10466,1999,84118.46,no
2205,17301,1998,50638.68,no
2206,10826,2004,55410.69,yes
2207,15209,1998,17847.04,yes
2208,12293,2006,43827.21,yes
2209,22922,2008,84951.05,no
2210,11722,2003,104952.87,yes
2211,9300,2007,47161.7,yes
2212,11021,2006,107063.46,no
2213,24402,2002,16313.37,yes
2214,13005,2000,19194.99,yes
2215,19679,1998,81931.54,no
2216,4833,1999,67158.01,yes
2217,9616,1998,65151.05,yes
2218,9366,2006,35610.36,yes
2219,14022,2000,104893.88,no
2220,20165,2002,64482.44,no
2221,12503,2007,64878.6,yes
2222,7336,2000,63668.73,no
2223,16978,2004,17741.13,yes
2224,12310,2004,55233.45,yes
2225,15584,2000,96340.08,no
2226,13153,2011,85908.82,yes
2227,18946,1998,76519.54,no
2228,13667,1998,50744.12,yes
2229,10835,2001,55896.26,yes
2230,11804,2001,49453.29,yes
2231,14437,2001,101133.54,yes
2232,12906,2010,84524.0,no
2233,18211,2011,78444.37,no
2234,16509,2002,60268.95,no
2235,15995,2005,74453.36,no
2236,5741,1999,82407.13,no
2237,22685,2001,62244.07,no
2238,20777,2004,48042.03,no
2239,17387,1999,96316.39,no
2240,14684,2004,89631.29,yes
2241,21097,2014,97767.6,no
2242,7885,2013,95552.0,yes
2243,9738,1999,9084.12,yes
2244,22367,2014,112841.11,yes
2245,11025,2004,81374.94,no
2246,9603,2009,71671.05,yes
2247,13143,2010,69201.74,no
2248,7613,1998,72864.39,yes
2249,7997,2001,46902.98,yes
2250,18246,2009,35809.61,yes
2251,13024,2004,77700.33,no
2252,8937,2013,64437.55,yes
2253,25880,1998,71309.44,no
2254,19752,2000,79294.64,no
2255,11874,1999,29285.31,yes
2256,9196,2005,63724.42,yes
2257,10237,2014,107547.97,no
2258,16824,2006,86381.88,no
2259,11782,2001,108984.49,no
2260,11550,2005,89229.6,yes
2261,9356,2009,62779.99,yes
2262,23332,1999,83348.59,no
2263,15574,2010,68721.61,no
2264,20848,2002,72246.83,no
2265,16104,2013,107648.61,yes
2266,8443,2000,54278.04,yes
2267,9060,2011,58968.87,yes
2268,9380,2002,65021.95,no
2269,18001,2003,111149.45,no
2270,14489,1998,34023.05,yes
2271,11289,2006,37932.18,yes
2272,9717,2005,99827.31,no
2273,11410,2003,28901.43,yes
2274,11853,2004,42597.5,no
2275,13295,2009,84120.36,yes
2276,13085,2001,49526.74,yes
2277,26578,2005,96015.13,no
2278,9201,2002,55817.05,yes
2279,9102,2003,86352.91,no
2280,17610,2017,44670.26,yes
2281,8476,2004,64545.44,yes
2282,16610,1999,57232.71,yes
2283,15510,2000,43177.36,yes
2284,20871,2008,59405.04,yes
2285,6658,2003,35951.0,yes
2286,11529,2002,74724.82,yes
2287,19029,2005,54613.42,yes
2288,22074,2014,54162.22,yes
2289,7788,2000,96429.5,no
2290,13360,2010,88055.06,yes
2291,17125,2001,87077.74,no
2292,20392,1998,80732.81,no
2293,11449,2003,67320.5,no
2294,18917,2011,57743.47,no
2295,12353,2007,55158.8,yes
2296,10665,1999,91931.16,no
2297,18773,2006,40083.88,no
2298,14278,2000,54949.13,no
2299,12434,2003,101259.19,no
2300,12124,2002,60845.01,yes
2301,14093,2006,115081.43,yes
2302,25672,2004,92123.27,yes
2303,7513,2011,111496.75,yes
2304,16953,2004,51859.29,no
2305,17027,2001,32166.62,yes
2306,13725,2015,37671.0,yes
2307,16441,2005,95567.34,yes
2308,7271,2003,93361.87,no
2309,21030,2004,72696.43,no
2310,11882,2002,36848.33,yes
2311,10385,2004,88822.66,yes
2312,15751,2013,92513.58,no
2313,11340,2008,92782.08,no
2314,8273,2010,44941.21,yes
2315,12867,2003,55983.78,yes
2316,13712,2006,47905.39,yes
2317,13298,2006,90990.29,no
2318,11061,2001,35162.73,yes
2319,9272,2006,66667.18,yes
2320,8877,1999,98576.72,no
2321,24214,1999,69811.86,no
2322,9855,1999,28341.7,yes
2323,13645,2001,6134.97,yes
2324,14293,2005,97347.65,no
2325,11695,1998,9071.27,yes
2326,15372,2006,62085.22,no
2327,10738,2006,41929.93,no
2328,14325,2001,85100.06,no
2329,17528,2001,36718.62,yes
2330,26422,2006,42196.89,yes
2331,24476,2010,51270.14,yes
2332,14077,2006,111354.28,no
2333,18837,2000,39167.2,yes
2334,12567,2008,44247.28,yes
2335,12569,2011,38643.52,yes
2336,14390,2015,50596.28,yes
2337,9363,2009,111509.12,no
2338,8800,2011,78673.03,yes
2339,27720,2001,89104.33,no
2340,11833,2006,71454.32,yes
2341,8825,2009,51288.9,yes
2342,24271,2007,41163.58,no
2343,8329,2007,62907.82,yes
2344,9711,2001,113395.48,yes
2345,7953,2006,40662.57,no
2346,13825,2004,58957.62,no
2347,12105,1998,64766.54,no
2348,11875,1998,99962.3,no
2349,12703,2012,88129.31,yes
2350,16552,2002,13341.35,yes
2351,8163,2003,35079.19,yes
2352,6573,2006,67692.88,no
2353,20551,2008,30890.52,yes
2354,7672,2001,34597.11,yes
2355,8735,2013,50698.87,yes
2356,8068,2003,82866.82,no
2357,11425,2003,63921.95,no
2358,23786,1998,93719.89,no
2359,9104,2009,68031.14,yes
2360,21425,2013,69851.15,no
2361,21205,2012,34824.58,yes
2362,13406,2013,76754.81,yes
2363,10201,2003,41608.08,yes
2364,7162,2009,32790.04,yes
2365,11510,2010,30987.89,yes
2366,16595,1999,51915.26,yes
2367,8807,2004,51056.03,yes
2368,8901,2006,63863.2,no
2369,8879,2009,60849.49,no
2370,22889,1998,79575.2,no
2371,17505,2003,78503.93,no
2372,10472,2003,71494.31,no
2373,16878,2012,85709.39,no
2374,12625,2000,110745.54,yes
2375,13732,2001,60193.53,yes
2376,8994,1999,24764.66,yes
2377,15939,2008,61549.3,no
2378,13254,1998,86737.29,yes
2379,7951,2012,56417.18,yes
2380,14069,2002,57527.84,yes
2381,10948,2008,59115.6,no
2382,9719,2000,50118.23,yes
2383,6286,2002,50002.6,yes
2384,8135,2014,80587.74,yes
2385,18377,2016,99232.86,no
2386,8582,2000,89508.16,yes
2387,5463,2013,46132.21,yes
2388,12989,2007,59552.1,yes
2389,14278,2010,46344.26,yes
2390,15917,2004,57949.7,no
2391,13019,2002,40433.14,yes
2392,6047,1998,107124.35,no
2393,21985,1998,62553.69,no
2394,16465,2000,86019.19,no
2395,7880,1999,32663.78,yes
2396,10317,2014,108003.72,yes
2397,19742,2002,25041.06,yes
2398,16053,2005,76902.85,no
2399,11479,2010,90240.89,no
2400,9023,1999,18460.81,yes
2401,8563,2000,24582.56,yes
2402,11446,2007,53881.91,yes
2403,25187,2015,97946.82,no
2404,17049,2001,23663.82,yes
2405,16600,1998,48572.85,yes
2406,18474,2002,68326.64,yes
2407,11313,2003,24245.86,yes
2408,18610,1999,95256.05,no
2409,18620,2014,100331.82,yes
2410,12176,2003,83628.45,no
2411,15507,2001,107604.18,yes
2412,9658,2002,29294.59,yes
2413,9277,2009,54340.25,no
2414,20626,2000,33742.51,yes
2415,11699,2010,75019.27,yes
2416,16681,1998,96064.11,no
2417,17467,2008,106278.8,yes
2418,20510,2002,108581.09,yes
2419,10219,2010,67051.88,yes
2420,10590,2006,112239.92,yes
2421,14800,2000,44323.82,no
2422,9742,2002,41056.8,no
2423,8936,2002,64745.77,no
2424,20799,2005,96372.15,no
2425,17560,2000,4618.21,yes
2426,12729,2013,59496.82,yes
2427,12237,2002,74391.53,yes
2428,18821,2000,27339.12,yes
2429,11155,2000,106511.87,yes
2430,14158,2007,51025.9,yes
2431,23249,2002,75499.65,no
2432,15166,2005,89662.34,no
2433,9994,2004,52533.49,yes
2434,13227,1999,65816.92,yes
2435,11525,2008,69942.0,no
2436,12283,2004,73555.59,no
2437,11644,2004,69626.78,no
2438,13451,2007,104402.76,yes
2439,12352,2010,88652.2,yes
2440,14683,1999,20496.4,yes
2441,17216,1998,56012.87,yes
2442,29884,2001,96987.25,no
2443,10599,2000,61055.04,no
2444,9061,2006,98384.97,no
2445,11124,2007,76632.94,no
2446,12660,2003,82110.41,no
2447,18923,1998,11907.67,yes
2448,20271,2012,107343.23,yes
2449,16396,1998,65244.35,no
2450,11877,1998,60854.44,no
2451,15381,2008,66741.6,yes
2452,13734,2006,80490.45,yes
2453,13095,2001,67618.65,no
2454,10052,2006,63424.14,no
2455,7299,2016,47434.76,yes
2456,16184,2008,90854.98,no
2457,11617,2001,78837.56,no
2458,11834,2006,85810.89,yes
2459,18448,2007,52448.98,yes
2460,21021,2002,85744.0,no
2461,12323,2003,71350.12,yes
2462,12821,1999,35813.68,yes
2463,20497,2000,87378.83,yes
2464,19288,2003,103641.53,yes
2465,10903,1999,89262.79,yes
2466,9652,1998,49066.22,yes
2467,12824,2006,113468.26,yes
2468,12819,1999,54275.45,yes
2469,9054,2001,87402.95,no
2470,8753,2001,40508.44,no
2471,18444,2012,55063.6,yes
2472,10796,2005,84739.61,no
2473,23353,2009,103203.65,no
2474,10528,2002,27527.11,yes
2475,9320,2010,71597.47,yes
2476,18108,1998,107053.83,no
2477,10692,2007,54612.71,yes
2478,10825,1999,84758.99,yes
2479,13356,1998,51061.64,yes
2480,11951,2002,55589.86,no
2481,18116,2006,32086.46,yes
2482,13158,2006,43188.52,yes
2483,23954,2005,44166.38,yes
2484,9364,2006,68945.03,no
